 	Source Node    	Target Node    	Interaction Source	Interaction Type	PubMed	Mechanism	Edge Color	
 	GJB1           	HOXD1          	                  	Directed        	      	         	          	
 	GJB1           	GJC2           	                  	Directed        	      	         	          	
 	GJB1           	DMBT1          	                  	Directed        	      	         	          	
 	GJB1           	RASSF2         	                  	Directed        	      	         	          	
 	GJB1           	TMC7           	                  	Directed        	      	         	          	
 	HS3ST2         	BCL11B         	                  	Directed        	      	         	          	
 	HS3ST2         	CNIH3          	                  	Directed        	      	         	          	
 	HS3ST2         	402778         	                  	Directed        	      	         	          	
 	RPE            	GCLM           	                  	Directed        	      	         	          	
 	RPE            	PRKAB2         	                  	Directed        	      	         	          	
 	MASP1          	USH1C          	                  	Directed        	      	         	          	
 	TMEM155        	PCSK2          	                  	Directed        	      	         	          	
 	TMEM155        	PPP3CB         	                  	Directed        	      	         	          	
 	TMEM155        	CPEB1          	                  	Directed        	      	         	          	
 	TMEM155        	SOSTDC1        	                  	Directed        	      	         	          	
 	TMEM155        	NPY1R          	                  	Directed        	      	         	          	
 	TMEM155        	H20829         	                  	Directed        	      	         	          	
 	PTMA           	hCT2289034     	                  	Directed        	      	         	          	
 	LYPD5          	EPN3           	                  	Directed        	      	         	          	
 	LYPD5          	VAMP1          	                  	Directed        	      	         	          	
 	LYPD5          	EPHA4          	                  	Directed        	      	         	          	
 	LYPD5          	MYO15A         	                  	Directed        	      	         	          	
 	9865           	SDC4           	                  	Directed        	      	         	          	
 	9865           	PSD2           	                  	Directed        	      	         	          	
 	9865           	GPR125         	                  	Directed        	      	         	          	
 	Contig28383_RC 	Contig54540_RC 	                  	Directed        	      	         	          	
 	HLA-DRB3       	HLA-DPA1       	                  	Directed        	      	         	          	
 	HLA-DRB3       	HLA-DRB1       	                  	Directed        	      	         	          	
 	hCT2332577     	HSG00508093    	                  	Directed        	      	         	          	
 	hCT2332577     	LAMA1          	                  	Directed        	      	         	          	
 	hCT2332577     	PSAT1          	                  	Directed        	      	         	          	
 	ENST00000296973	UBB            	                  	Directed        	      	         	          	
 	RTN1           	MPP1           	                  	Directed        	      	         	          	
 	55911          	SPOCD1         	                  	Directed        	      	         	          	
 	AL161982       	AL049357       	                  	Directed        	      	         	          	
 	PCDHA5         	TCTEX1D2       	                  	Directed        	      	         	          	
 	hCT1955556     	NKD1           	                  	Directed        	      	         	          	
 	hCT1955556     	APOD           	                  	Directed        	      	         	          	
 	hCT1955556     	PPP1R1C        	                  	Directed        	      	         	          	
 	AK090932       	388796         	                  	Directed        	      	         	          	
 	CD163          	C5AR1          	                  	Directed        	      	         	          	
 	CD163          	MS4A4A         	                  	Directed        	      	         	          	
 	CD163          	CSTA           	                  	Directed        	      	         	          	
 	CD163          	HSS00001547    	                  	Directed        	      	         	          	
 	U02019         	HSS00001922    	                  	Directed        	      	         	          	
 	U02019         	APOBEC3H       	                  	Directed        	      	         	          	
 	U02019         	NDC80          	                  	Directed        	      	         	          	
 	U02019         	XM_119943      	                  	Directed        	      	         	          	
 	C2orf40        	SFRP2          	                  	Directed        	      	         	          	
 	ANP32D         	ANP32A         	                  	Directed        	      	         	          	
 	NCALD          	FBXO16         	                  	Directed        	      	         	          	
 	NCALD          	SIDT1          	                  	Directed        	      	         	          	
 	NCALD          	BC037245       	                  	Directed        	      	         	          	
 	NCALD          	NRN1           	                  	Directed        	      	         	          	
 	NCALD          	INSM2          	                  	Directed        	      	         	          	
 	NCALD          	PRMT8          	                  	Directed        	      	         	          	
 	NCALD          	ODZ2           	                  	Directed        	      	         	          	
 	NCALD          	SCG2           	                  	Directed        	      	         	          	
 	NCALD          	KALRN          	                  	Directed        	      	         	          	
 	EPB41L3        	ACTN2          	                  	Directed        	      	         	          	
 	EPB41L3        	HSG00359281    	                  	Directed        	      	         	          	
 	ZNF397         	HP1BP3         	                  	Directed        	      	         	          	
 	ZNF397         	HSS00289132    	                  	Directed        	      	         	          	
 	CPOX           	TMEM16D        	                  	Directed        	      	         	          	
 	MAP9           	HSS00330832    	                  	Directed        	      	         	          	
 	MAP9           	283401         	                  	Directed        	      	         	          	
 	HSS00348353    	KCNK9          	                  	Directed        	      	         	          	
 	RHBDL2         	HSS00181268    	                  	Directed        	      	         	          	
 	JAG1           	SNF1LK         	                  	Directed        	      	         	          	
 	JAG1           	387763         	                  	Directed        	      	         	          	
 	PFKFB3         	TRIM47         	                  	Directed        	      	         	          	
 	PFKFB3         	CCL2           	                  	Directed        	      	         	          	
 	PFKFB3         	AK024534       	                  	Directed        	      	         	          	
 	FKBP4          	AK094679       	                  	Directed        	      	         	          	
 	FKBP4          	hCT11610.3     	                  	Directed        	      	         	          	
 	RAB15          	147343         	                  	Directed        	      	         	          	
 	RAB15          	RTN4R          	                  	Directed        	      	         	          	
 	RAB15          	BAIAP2         	                  	Directed        	      	         	          	
 	RAB15          	SUCLG2         	                  	Directed        	      	         	          	
 	RAB15          	KIAA1549       	                  	Directed        	      	         	          	
 	RAB15          	146227         	                  	Directed        	      	         	          	
 	RAB15          	TCERG1L        	                  	Directed        	      	         	          	
 	HIST2H2AA3     	HIST2H2AC      	                  	Directed        	      	         	          	
 	HIST2H2AA3     	HIST1H2BG      	                  	Directed        	      	         	          	
 	HIST2H2AA3     	HIST1H2BC      	                  	Directed        	      	         	          	
 	BC041650       	SLC25A32       	                  	Directed        	      	         	          	
 	MUTYH          	XM_210340      	                  	Directed        	      	         	          	
 	MUTYH          	XM_172222      	                  	Directed        	      	         	          	
 	PRUNE2         	Contig15690_RC 	                  	Directed        	      	         	          	
 	PRUNE2         	TCL1B          	                  	Directed        	      	         	          	
 	IRAK3          	IL1R2          	                  	Directed        	      	         	          	
 	CNIH3          	AL512701       	                  	Directed        	      	         	          	
 	CNIH3          	C6orf105       	                  	Directed        	      	         	          	
 	CNIH3          	DRD5           	                  	Directed        	      	         	          	
 	CNIH3          	SLC35F1        	                  	Directed        	      	         	          	
 	CNIH3          	SYNGR3         	                  	Directed        	      	         	          	
 	CD53           	PLEK           	                  	Directed        	      	         	          	
 	RTEL1          	MT1A           	                  	Directed        	      	         	          	
 	AL360204       	U79293         	                  	Directed        	      	         	          	
 	AL360204       	HSS00085227    	                  	Directed        	      	         	          	
 	AL360204       	Contig12508_RC 	                  	Directed        	      	         	          	
 	AK023793       	JAG1           	                  	Directed        	      	         	          	
 	TUBA1B         	hCT10874.3     	                  	Directed        	      	         	          	
 	YPEL4          	NPPB           	                  	Directed        	      	         	          	
 	YPEL4          	644873         	                  	Directed        	      	         	          	
 	FXYD6          	SLC22A17       	                  	Directed        	      	         	          	
 	PTPN3          	GULP1          	                  	Directed        	      	         	          	
 	MSR1           	MS4A7          	                  	Directed        	      	         	          	
 	GAD2           	GRIK1          	                  	Directed        	      	         	          	
 	GAD2           	KIT            	                  	Directed        	      	         	          	
 	GAD2           	PVALB          	                  	Directed        	      	         	          	
 	GAD2           	NRIP3          	                  	Directed        	      	         	          	
 	GAD2           	Contig42274_RC 	                  	Directed        	      	         	          	
 	GAD2           	BTBD11         	                  	Directed        	      	         	          	
 	AFF3           	BC038512       	                  	Directed        	      	         	          	
 	AFF3           	KIAA1045       	                  	Directed        	      	         	          	
 	RFPL1          	VSNL1          	                  	Directed        	      	         	          	
 	RFPL1          	GPRASP2        	                  	Directed        	      	         	          	
 	RFPL1          	CA13           	                  	Directed        	      	         	          	
 	RFPL1          	RFPL2          	                  	Directed        	      	         	          	
 	RFPL1          	JAKMIP1        	                  	Directed        	      	         	          	
 	RFPL1          	PSIP1          	                  	Directed        	      	         	          	
 	hCG_1793639    	ENST00000275609	                  	Directed        	      	         	          	
 	CTNNA1         	SNAP25         	                  	Directed        	      	         	          	
 	CTNNA1         	hCT2256635     	                  	Directed        	      	         	          	
 	644992         	hCG_1793639    	                  	Directed        	      	         	          	
 	644992         	ALDH1A1        	                  	Directed        	      	         	          	
 	SCN3B          	FOXO1          	                  	Directed        	      	         	          	
 	SCN3B          	LRRC7          	                  	Directed        	      	         	          	
 	IFI16          	SPATA13        	                  	Directed        	      	         	          	
 	XM_210610      	HRSP12         	                  	Directed        	      	         	          	
 	S100A4         	MOXD1          	                  	Directed        	      	         	          	
 	AF090918       	XM_211384      	                  	Directed        	      	         	          	
 	AF090918       	BC020911       	                  	Directed        	      	         	          	
 	AF090918       	DOCK4          	                  	Directed        	      	         	          	
 	RBM3           	BC030122       	                  	Directed        	      	         	          	
 	RBM3           	ACADSB         	                  	Directed        	      	         	          	
 	RBM3           	GPATCH2        	                  	Directed        	      	         	          	
 	RBM3           	84709          	                  	Directed        	      	         	          	
 	RBM3           	SUV420H1       	                  	Directed        	      	         	          	
 	RBM3           	C21orf122      	                  	Directed        	      	         	          	
 	RBM3           	KIAA0859       	                  	Directed        	      	         	          	
 	RBM3           	HSG00403091    	                  	Directed        	      	         	          	
 	RBM3           	157562         	                  	Directed        	      	         	          	
 	RBM3           	HSS00009331    	                  	Directed        	      	         	          	
 	RBM3           	AF511647       	                  	Directed        	      	         	          	
 	RBM3           	PDK1           	                  	Directed        	      	         	          	
 	C3orf14        	HSS00183094    	                  	Directed        	      	         	          	
 	146713         	RP1-177G6.2    	                  	Directed        	      	         	          	
 	PRKAR2B        	XM_166919      	                  	Directed        	      	         	          	
 	79701          	ST6GALNAC1     	                  	Directed        	      	         	          	
 	79701          	LAMA4          	                  	Directed        	      	         	          	
 	79701          	CD72           	                  	Directed        	      	         	          	
 	79701          	C10orf125      	                  	Directed        	      	         	          	
 	79701          	AK094031       	                  	Directed        	      	         	          	
 	79701          	WISP2          	                  	Directed        	      	         	          	
 	79701          	DHX34          	                  	Directed        	      	         	          	
 	79701          	XM_173140      	                  	Directed        	      	         	          	
 	79701          	HSG00453297    	                  	Directed        	      	         	          	
 	79701          	AK095163       	                  	Directed        	      	         	          	
 	SLC38A4        	CD177          	                  	Directed        	      	         	          	
 	DKK3           	DKK3           	                  	Directed        	      	         	          	
 	ACSF2          	ACOX2          	                  	Directed        	      	         	          	
 	ACSF2          	NKD1           	                  	Directed        	      	         	          	
 	ACSF2          	CALML4         	                  	Directed        	      	         	          	
 	HLF            	IMPG1          	                  	Directed        	      	         	          	
 	HLF            	KCNH1          	                  	Directed        	      	         	          	
 	HLF            	ZNF721         	                  	Directed        	      	         	          	
 	HLF            	171582         	                  	Directed        	      	         	          	
 	HLF            	SSTR2          	                  	Directed        	      	         	          	
 	HLF            	KLHL14         	                  	Directed        	      	         	          	
 	HLF            	BM710955       	                  	Directed        	      	         	          	
 	CDKN1A         	ARID5A         	                  	Directed        	      	         	          	
 	CDKN1A         	LIF            	                  	Directed        	      	         	          	
 	CDKN1A         	CALCA          	                  	Directed        	      	         	          	
 	CDKN1A         	TIPARP         	                  	Directed        	      	         	          	
 	VAMP1          	PVALB          	                  	Directed        	      	         	          	
 	VAMP1          	CCDC39         	                  	Directed        	      	         	          	
 	VAMP1          	AF052115       	                  	Directed        	      	         	          	
 	VDAC2          	hCT1957917.1   	                  	Directed        	      	         	          	
 	VDAC2          	KIFAP3         	                  	Directed        	      	         	          	
 	VDAC2          	SUB1           	                  	Directed        	      	         	          	
 	UHMK1          	PPIG           	                  	Directed        	      	         	          	
 	EVI1           	ELTD1          	                  	Directed        	      	         	          	
 	EVI1           	ARHGAP29       	                  	Directed        	      	         	          	
 	EVI1           	C20orf175      	                  	Directed        	      	         	          	
 	EVI1           	TBX3           	                  	Directed        	      	         	          	
 	EVI1           	Contig33870_RC 	                  	Directed        	      	         	          	
 	EVI1           	CDA            	                  	Directed        	      	         	          	
 	EVI1           	SPINK8         	                  	Directed        	      	         	          	
 	EVI1           	MYCT1          	                  	Directed        	      	         	          	
 	SEPT3          	MAP1A          	                  	Directed        	      	         	          	
 	SEPT3          	IGSF21         	                  	Directed        	      	         	          	
 	SEPT3          	284069         	                  	Directed        	      	         	          	
 	HSG00293624    	MBOAT1         	                  	Directed        	      	         	          	
 	PRRG1          	MAN2A1         	                  	Directed        	      	         	          	
 	PRRG1          	LAMP2          	                  	Directed        	      	         	          	
 	Contig41798_RC 	XM_210565      	                  	Directed        	      	         	          	
 	SNHG3          	HSG00260311    	                  	Directed        	      	         	          	
 	CD34           	GATA2          	                  	Directed        	      	         	          	
 	CKMT1B         	CLTA           	                  	Directed        	      	         	          	
 	CKMT1B         	hCT1829585.2   	                  	Directed        	      	         	          	
 	CKMT1B         	BEX2           	                  	Directed        	      	         	          	
 	729111         	AK093202       	                  	Directed        	      	         	          	
 	729111         	TNFRSF10D      	                  	Directed        	      	         	          	
 	TATDN3         	LRRC40         	                  	Directed        	      	         	          	
 	TATDN3         	TCAP           	                  	Directed        	      	         	          	
 	TATDN3         	AGTPBP1        	                  	Directed        	      	         	          	
 	TATDN3         	BTNL9          	                  	Directed        	      	         	          	
 	TATDN3         	145553         	                  	Directed        	      	         	          	
 	TATDN3         	TMEM128        	                  	Directed        	      	         	          	
 	FAM91A2        	PHACTR2        	                  	Directed        	      	         	          	
 	FAM91A2        	SLC4A4         	                  	Directed        	      	         	          	
 	C1orf54        	LGALS3         	                  	Directed        	      	         	          	
 	PALMD          	SOX18          	                  	Directed        	      	         	          	
 	PALMD          	ID1            	                  	Directed        	      	         	          	
 	PALMD          	PRSS23         	                  	Directed        	      	         	          	
 	PALMD          	VWF            	                  	Directed        	      	         	          	
 	PALMD          	PROCR          	                  	Directed        	      	         	          	
 	LANCL1         	OMG            	                  	Directed        	      	         	          	
 	LANCL1         	SH3GL3         	                  	Directed        	      	         	          	
 	LANCL1         	SRD5A3         	                  	Directed        	      	         	          	
 	258010         	KIAA1107       	                  	Directed        	      	         	          	
 	258010         	CAMK4          	                  	Directed        	      	         	          	
 	258010         	AKAP5          	                  	Directed        	      	         	          	
 	SLC25A12       	CCDC34         	                  	Directed        	      	         	          	
 	SLC25A12       	INPP5F         	                  	Directed        	      	         	          	
 	SLC25A12       	SLITRK5        	                  	Directed        	      	         	          	
 	ZFP36          	MIDN           	                  	Directed        	      	         	          	
 	ZFP36          	BTG2           	                  	Directed        	      	         	          	
 	ZFP36          	CDKN1A         	                  	Directed        	      	         	          	
 	ZFP36          	NAMPT          	                  	Directed        	      	         	          	
 	ZFP36          	CXCL2          	                  	Directed        	      	         	          	
 	NUF2           	MLF1IP         	                  	Directed        	      	         	          	
 	NUF2           	PLK4           	                  	Directed        	      	         	          	
 	NPC1           	SPATA13        	                  	Directed        	      	         	          	
 	NPC1           	PRRG1          	                  	Directed        	      	         	          	
 	NPC1           	SPSB1          	                  	Directed        	      	         	          	
 	NPC1           	79962          	                  	Directed        	      	         	          	
 	NPC1           	TESK2          	                  	Directed        	      	         	          	
 	NPC1           	ACSL1          	                  	Directed        	      	         	          	
 	NPC1           	TMCC3          	                  	Directed        	      	         	          	
 	NPC1           	LIPA           	                  	Directed        	      	         	          	
 	NPC1           	HRASLS3        	                  	Directed        	      	         	          	
 	HSS00252834    	CD84           	                  	Directed        	      	         	          	
 	Contig31872_RC 	HGD            	                  	Directed        	      	         	          	
 	MT1CP          	441019         	                  	Directed        	      	         	          	
 	MT1CP          	HIST3H2BB      	                  	Directed        	      	         	          	
 	MT1CP          	645652         	                  	Directed        	      	         	          	
 	AF038201       	AK055705       	                  	Directed        	      	         	          	
 	AF038201       	HSS00248228    	                  	Directed        	      	         	          	
 	AF038201       	RNF41          	                  	Directed        	      	         	          	
 	TP53BP2        	SOX9           	                  	Directed        	      	         	          	
 	TP53BP2        	GPR98          	                  	Directed        	      	         	          	
 	HSS00074747    	BCL11B         	                  	Directed        	      	         	          	
 	HSS00074747    	FOXG1          	                  	Directed        	      	         	          	
 	HSS00074747    	ANKRD43        	                  	Directed        	      	         	          	
 	HSS00074747    	AK021689       	                  	Directed        	      	         	          	
 	HSS00074747    	FAM135B        	                  	Directed        	      	         	          	
 	PRPS2          	TUBB2C         	                  	Directed        	      	         	          	
 	PRPS2          	CCNB1          	                  	Directed        	      	         	          	
 	MYC            	CISH           	                  	Directed        	      	         	          	
 	HESX1          	ACADSB         	                  	Directed        	      	         	          	
 	HESX1          	Contig41005_RC 	                  	Directed        	      	         	          	
 	HESX1          	HSS00342343    	                  	Directed        	      	         	          	
 	HESX1          	C1orf97        	                  	Directed        	      	         	          	
 	HESX1          	AGPAT3         	                  	Directed        	      	         	          	
 	HESX1          	AK098198       	                  	Directed        	      	         	          	
 	728192         	NNAT           	                  	Directed        	      	         	          	
 	728192         	PCDH19         	                  	Directed        	      	         	          	
 	PCYOX1L        	ADORA2A        	                  	Directed        	      	         	          	
 	PCYOX1L        	256273         	                  	Directed        	      	         	          	
 	PCYOX1L        	PKP3           	                  	Directed        	      	         	          	
 	PCYOX1L        	C21orf71       	                  	Directed        	      	         	          	
 	PCYOX1L        	ATF4           	                  	Directed        	      	         	          	
 	PCYOX1L        	286367         	                  	Directed        	      	         	          	
 	PCYOX1L        	METTL10        	                  	Directed        	      	         	          	
 	PCYOX1L        	SASH1          	                  	Directed        	      	         	          	
 	PCYOX1L        	AK055445       	                  	Directed        	      	         	          	
 	PCYOX1L        	CCDC113        	                  	Directed        	      	         	          	
 	PCYOX1L        	LOH12CR1       	                  	Directed        	      	         	          	
 	PCYOX1L        	hCT2305975     	                  	Directed        	      	         	          	
 	PCYOX1L        	ZNF91          	                  	Directed        	      	         	          	
 	PCYOX1L        	SYN3           	                  	Directed        	      	         	          	
 	PCYOX1L        	PSIP1          	                  	Directed        	      	         	          	
 	PCYOX1L        	NHLRC1         	                  	Directed        	      	         	          	
 	PCYOX1L        	FANCC          	                  	Directed        	      	         	          	
 	PCYOX1L        	390251         	                  	Directed        	      	         	          	
 	Contig16181_RC 	TRPM3          	                  	Directed        	      	         	          	
 	Contig16181_RC 	HSS00001474    	                  	Directed        	      	         	          	
 	92080          	92080          	                  	Directed        	      	         	          	
 	92080          	RAB26          	                  	Directed        	      	         	          	
 	KRAS           	UHMK1          	                  	Directed        	      	         	          	
 	KRAS           	TXNDC13        	                  	Directed        	      	         	          	
 	KRAS           	492311         	                  	Directed        	      	         	          	
 	SEPT6          	BASP1          	                  	Directed        	      	         	          	
 	SEPT6          	VSNL1          	                  	Directed        	      	         	          	
 	SEPT6          	CTNNA1         	                  	Directed        	      	         	          	
 	SEPT6          	RGS7           	                  	Directed        	      	         	          	
 	SEPT6          	Contig24986    	                  	Directed        	      	         	          	
 	KNDC1          	DSCAM          	                  	Directed        	      	         	          	
 	KNDC1          	NEUROD2        	                  	Directed        	      	         	          	
 	KNDC1          	MGAT5B         	                  	Directed        	      	         	          	
 	DEFA1          	DEFA3          	                  	Directed        	      	         	          	
 	PTBP2          	AL512729       	                  	Directed        	      	         	          	
 	PTBP2          	HSS00094685    	                  	Directed        	      	         	          	
 	PTBP2          	Contig16786_RC 	                  	Directed        	      	         	          	
 	PTBP2          	SLC11A2        	                  	Directed        	      	         	          	
 	PCDHA11        	PCDHA5         	                  	Directed        	      	         	          	
 	PLXNB3         	ABCA2          	                  	Directed        	      	         	          	
 	hCG_18385      	FCF1           	                  	Directed        	      	         	          	
 	FRYL           	Contig25356_RC 	                  	Directed        	      	         	          	
 	FRYL           	FDFT1          	                  	Directed        	      	         	          	
 	GCA            	CENPE          	                  	Directed        	      	         	          	
 	GCA            	WTIP           	                  	Directed        	      	         	          	
 	GCA            	HSG00425004    	                  	Directed        	      	         	          	
 	GBP2           	CFB            	                  	Directed        	      	         	          	
 	ENST00000299294	HSPA8          	                  	Directed        	      	         	          	
 	ATOH8          	BAZ2A          	                  	Directed        	      	         	          	
 	ATOH8          	KLF15          	                  	Directed        	      	         	          	
 	ATOH8          	FKBP5          	                  	Directed        	      	         	          	
 	HIVEP2         	XM_209737      	                  	Directed        	      	         	          	
 	HIVEP2         	ADCYAP1        	                  	Directed        	      	         	          	
 	HIVEP2         	GRHL1          	                  	Directed        	      	         	          	
 	HIVEP2         	HDAC9          	                  	Directed        	      	         	          	
 	HIVEP2         	DKK1           	                  	Directed        	      	         	          	
 	HIVEP2         	ZNF238         	                  	Directed        	      	         	          	
 	HIVEP2         	CRYBB2         	                  	Directed        	      	         	          	
 	HIVEP2         	C3orf28        	                  	Directed        	      	         	          	
 	SATB2          	LASS6          	                  	Directed        	      	         	          	
 	SATB2          	GRM5           	                  	Directed        	      	         	          	
 	SATB2          	FGFR1OP2       	                  	Directed        	      	         	          	
 	SATB2          	ANKRD32        	                  	Directed        	      	         	          	
 	SATB2          	C11orf41       	                  	Directed        	      	         	          	
 	SATB2          	DLGAP2         	                  	Directed        	      	         	          	
 	SATB2          	Contig46789_RC 	                  	Directed        	      	         	          	
 	SATB2          	GLCCI1         	                  	Directed        	      	         	          	
 	SATB2          	RAP1GAP        	                  	Directed        	      	         	          	
 	GJC2           	GAL3ST1        	                  	Directed        	      	         	          	
 	Contig49422_RC 	BATF3          	                  	Directed        	      	         	          	
 	HSG00233675    	KRT18          	                  	Directed        	      	         	          	
 	DENND2D        	XM_212224      	                  	Directed        	      	         	          	
 	DENND2D        	SLAMF8         	                  	Directed        	      	         	          	
 	ENST00000257675	MVP            	                  	Directed        	      	         	          	
 	MDFI           	CTSZ           	                  	Directed        	      	         	          	
 	TJAP1          	UGT8           	                  	Directed        	      	         	          	
 	TJAP1          	UNC5B          	                  	Directed        	      	         	          	
 	TJAP1          	C14orf139      	                  	Directed        	      	         	          	
 	MYH7           	TNNT2          	                  	Directed        	      	         	          	
 	KDR            	VCAM1          	                  	Directed        	      	         	          	
 	KDR            	CLEC3B         	                  	Directed        	      	         	          	
 	KDR            	IGFBP2         	                  	Directed        	      	         	          	
 	KDR            	SLC22A6        	                  	Directed        	      	         	          	
 	KDR            	LRRC17         	                  	Directed        	      	         	          	
 	KDR            	SNCAIP         	                  	Directed        	      	         	          	
 	KDR            	CCR9           	                  	Directed        	      	         	          	
 	KDR            	CLIC3          	                  	Directed        	      	         	          	
 	KDR            	ITGA9          	                  	Directed        	      	         	          	
 	KDR            	ALDH1A2        	                  	Directed        	      	         	          	
 	KDR            	CCND1          	                  	Directed        	      	         	          	
 	FA2H           	DBNDD2         	                  	Directed        	      	         	          	
 	FA2H           	150622         	                  	Directed        	      	         	          	
 	FA2H           	GJB1           	                  	Directed        	      	         	          	
 	FA2H           	643008         	                  	Directed        	      	         	          	
 	FA2H           	FAM125B        	                  	Directed        	      	         	          	
 	FA2H           	PAQR4          	                  	Directed        	      	         	          	
 	X75685         	AK022347       	                  	Directed        	      	         	          	
 	X75685         	AK023526       	                  	Directed        	      	         	          	
 	X75685         	AK021977       	                  	Directed        	      	         	          	
 	X75685         	SOS1           	                  	Directed        	      	         	          	
 	X75685         	HSS00291630    	                  	Directed        	      	         	          	
 	PNMA3          	EFHD2          	                  	Directed        	      	         	          	
 	PNMA3          	CHRNB2         	                  	Directed        	      	         	          	
 	PNMA3          	HSS00011364    	                  	Directed        	      	         	          	
 	TXLNB          	CD24           	                  	Directed        	      	         	          	
 	USP54          	FBXL7          	                  	Directed        	      	         	          	
 	USP54          	ADIPOR2        	                  	Directed        	      	         	          	
 	USP54          	hCT1957935.1   	                  	Directed        	      	         	          	
 	USP54          	Contig12727_RC 	                  	Directed        	      	         	          	
 	DARC           	RAMP3          	                  	Directed        	      	         	          	
 	HSG00460406    	PPP1R15B       	                  	Directed        	      	         	          	
 	HSG00460406    	AF086538       	                  	Directed        	      	         	          	
 	HSG00460406    	202459         	                  	Directed        	      	         	          	
 	HSG00460406    	AK024558       	                  	Directed        	      	         	          	
 	HSG00460406    	ARHGEF12       	                  	Directed        	      	         	          	
 	HSG00460406    	HSS00133488    	                  	Directed        	      	         	          	
 	HSG00460406    	HSS00292132    	                  	Directed        	      	         	          	
 	GABRB1         	BC036436       	                  	Directed        	      	         	          	
 	PCDHA10        	ICAM2          	                  	Directed        	      	         	          	
 	PCDHA10        	PCDHA6         	                  	Directed        	      	         	          	
 	PARVG          	LGALS9         	                  	Directed        	      	         	          	
 	PARVG          	FERMT3         	                  	Directed        	      	         	          	
 	THAP2          	Contig38942_RC 	                  	Directed        	      	         	          	
 	THAP2          	AK094679       	                  	Directed        	      	         	          	
 	SERPINA5       	SERPINA3       	                  	Directed        	      	         	          	
 	SERPINA5       	CHI3L1         	                  	Directed        	      	         	          	
 	ATP6V0C        	RSE_00000565165	                  	Directed        	      	         	          	
 	AK098597       	GSTM5          	                  	Directed        	      	         	          	
 	AK098597       	CKS2           	                  	Directed        	      	         	          	
 	MBD2           	IL17A          	                  	Directed        	      	         	          	
 	MBD2           	643194         	                  	Directed        	      	         	          	
 	LCP1           	ARHGDIB        	                  	Directed        	      	         	          	
 	LCP1           	NLRC4          	                  	Directed        	      	         	          	
 	LCP1           	NCF4           	                  	Directed        	      	         	          	
 	LCP1           	ALOX5AP        	                  	Directed        	      	         	          	
 	LCP1           	FERMT3         	                  	Directed        	      	         	          	
 	ENST00000274544	SLC16A10       	                  	Directed        	      	         	          	
 	ENST00000274544	UGCG           	                  	Directed        	      	         	          	
 	ENST00000274544	GLRX           	                  	Directed        	      	         	          	
 	ANKRD13D       	CHKB           	                  	Directed        	      	         	          	
 	ANKRD13D       	MS4A14         	                  	Directed        	      	         	          	
 	ANKRD13D       	HSG00518776    	                  	Directed        	      	         	          	
 	SQRDL          	WWTR1          	                  	Directed        	      	         	          	
 	THBD           	MYC            	                  	Directed        	      	         	          	
 	THBD           	DUSP5          	                  	Directed        	      	         	          	
 	THBD           	THBS1          	                  	Directed        	      	         	          	
 	CDK2AP2        	387647         	                  	Directed        	      	         	          	
 	CDK2AP2        	AXL            	                  	Directed        	      	         	          	
 	CDK2AP2        	SLC2A9         	                  	Directed        	      	         	          	
 	CDK2AP2        	HSG00425004    	                  	Directed        	      	         	          	
 	CDK2AP2        	PDIA4          	                  	Directed        	      	         	          	
 	C2             	TMEM45A        	                  	Directed        	      	         	          	
 	ENST00000238062	hCT1640121.2   	                  	Directed        	      	         	          	
 	AK023601       	Contig35608_RC 	                  	Directed        	      	         	          	
 	AK023601       	PGAP1          	                  	Directed        	      	         	          	
 	AK023601       	BC030740       	                  	Directed        	      	         	          	
 	AK023601       	FAM27L         	                  	Directed        	      	         	          	
 	AK023601       	Contig38542_RC 	                  	Directed        	      	         	          	
 	9762           	KCNH2          	                  	Directed        	      	         	          	
 	9762           	CITED2         	                  	Directed        	      	         	          	
 	ROPN1L         	SYNPO2         	                  	Directed        	      	         	          	
 	AK055807       	HELB           	                  	Directed        	      	         	          	
 	QRFP           	PAGE2          	                  	Directed        	      	         	          	
 	QRFP           	ASCL2          	                  	Directed        	      	         	          	
 	CD58           	C14orf109      	                  	Directed        	      	         	          	
 	HSG00349159    	MAP2           	                  	Directed        	      	         	          	
 	XM_210340      	CCDC105        	                  	Directed        	      	         	          	
 	XM_210340      	Contig17607_RC 	                  	Directed        	      	         	          	
 	XM_210340      	AK055861       	                  	Directed        	      	         	          	
 	SIX4           	BMP4           	                  	Directed        	      	         	          	
 	SIX4           	LONRF3         	                  	Directed        	      	         	          	
 	RNF125         	DEPDC7         	                  	Directed        	      	         	          	
 	RNF125         	NCK1           	                  	Directed        	      	         	          	
 	SASH1          	AK056609       	                  	Directed        	      	         	          	
 	STIP1          	AF218021       	                  	Directed        	      	         	          	
 	STIP1          	UGCGL2         	                  	Directed        	      	         	          	
 	STIP1          	FKBP4          	                  	Directed        	      	         	          	
 	C9orf4         	440482         	                  	Directed        	      	         	          	
 	MAPK8IP2       	UPK1B          	                  	Directed        	      	         	          	
 	MAPK8IP2       	TMEM102        	                  	Directed        	      	         	          	
